drug,prot,score
ZINC000049799668,P48499,10012.96
ZINC000001698105,P48499,10013.53
ZINC000100006429,Q6TUJ5,10013.9
ZINC000000007460,Q4QBL1,10014.04
ZINC000000000984,Q27686,10014.84
ZINC000000895212,Q4QHJ8,10014.97
ZINC000013684256,P48499,10015.02
ZINC000006717478,P48499,10015.31
ZINC000068202099,Q27686,10015.57
ZINC000003826463,P48499,10015.69
ZINC000043199551,P48499,10016.6
ZINC000001546066,Q27686,10016.68
ZINC000004217203,P48499,10017.15
ZINC000003812923,Q4QHJ8,10017.4
ZINC000018284778,O15826,10017.6
ZINC000068202099,Q4QBL1,10017.99
ZINC000003812994,Q4QHJ8,10018.43
ZINC000095618675,Q27686,10018.78
ZINC000006117174,Q4QHJ8,10018.98
ZINC000000895390,Q6TUJ5,1001814.37
ZINC000206177361,Q4QHJ8,10019.31
ZINC000002383210,Q4QHJ8,10019.46
ZINC000006093393,Q4QHJ8,10019.46
ZINC000016052277,Q6TUJ5,1002.11
ZINC000031425361,P48499,1002.2
ZINC000031425360,P48499,1002.2
ZINC000031425359,P48499,1002.2
ZINC000031425358,P48499,1002.2
ZINC000196084258,Q27686,1002.26
ZINC000008674155,O97193,1002.34
ZINC000002516268,O97193,1002.34
ZINC000066098754,O15826,1002.58
ZINC000000967566,Q27686,1002.77
ZINC000001530950,O97193,1002.88
ZINC000001530951,O97193,1002.88
ZINC000001596184,O97193,1002.96
ZINC000000538351,Q4QHJ8,10020.04
ZINC000004489632,Q4QBL1,10020.1
ZINC000001999544,Q4QBL1,10020.15
ZINC000001542924,Q4QBL1,10020.15
ZINC000052509366,Q6TUJ5,10020.3
ZINC000095617641,Q4QBL1,10020.52
ZINC000003816292,P48499,10021.53
ZINC000003966243,Q4QHJ8,10022.12
ZINC000016697102,Q6TUJ5,10022.67
ZINC000002001884,Q4QHJ8,10023.12
ZINC000003813069,Q4QHJ8,10023.12
ZINC000029237800,Q27686,10024.62
ZINC000003781951,Q6TUJ5,10025.86
ZINC000002016052,P48499,100257.03
ZINC000001487602,P48499,100257.03
ZINC000006745272,Q6TUJ5,10026.42
ZINC000685933136,P48499,10027.16
ZINC000034587071,P48499,10027.52
ZINC000008143568,Q27686,10027.61
ZINC000095618717,Q4QHJ8,10027.83
ZINC000095618716,Q4QHJ8,10027.83
ZINC000000001003,Q27686,10027.94
ZINC000000004091,Q4QBL1,100272.88
ZINC000095571779,Q27686,10028.54
ZINC000003875334,O97193,1003.0
ZINC000013896708,Q6TUJ5,1003.08
ZINC000003929610,Q6TUJ5,1003.08
ZINC000013896711,Q6TUJ5,1003.08
ZINC000013896714,Q6TUJ5,1003.08
ZINC000100041894,Q4QBL1,1003.4
ZINC000000389747,Q6TUJ5,1003.49
ZINC000003869640,O97193,1003.54
ZINC000002509772,O97193,1003.54
ZINC000000837722,O97193,1003.92
ZINC000001530613,Q4QBL1,10030.03
ZINC000001578344,Q27686,10030.09
ZINC000006745272,Q4QHJ8,10030.65
ZINC000013831791,Q6TUJ5,10030.8
ZINC000095618751,P48499,10030.93
ZINC000003811810,Q6TUJ5,10031.1
ZINC000000538275,P48499,10031.13
ZINC000001543513,Q27686,10031.42
ZINC000033558687,Q4QHJ8,10032.26
ZINC000034092806,Q6TUJ5,100325.8
ZINC000095566645,Q27686,10033.31
ZINC000072266312,Q27686,10033.31
ZINC000001493878,Q4QBL1,10033.41
ZINC000002568290,Q4QBL1,10033.47
ZINC000005133120,Q27686,10033.68
ZINC000001915505,Q6TUJ5,100332.74
ZINC000150340729,P48499,10034.01
ZINC000008214414,P48499,10034.01
ZINC000150340720,P48499,10034.01
ZINC000019632614,Q4QBL1,10034.04
ZINC000043204100,Q27686,10034.72
ZINC000001481910,P48499,100342.27
ZINC000001482094,P48499,100342.27
ZINC000103298500,Q4QBL1,10035.14
ZINC000000007460,Q6TUJ5,10035.77
ZINC000003913915,Q6TUJ5,100352.13
ZINC000001999544,Q27686,10036.71
ZINC000001542924,Q27686,10036.71
ZINC000003872049,Q6TUJ5,1003618.81
ZINC000068244727,Q6TUJ5,10037.04
ZINC000043204002,Q27686,10037.14
ZINC000003976838,Q4QBL1,10037.43
ZINC000001489430,P48499,10037.76
ZINC000001849666,Q4QHJ8,100379.46
ZINC000003816409,Q6TUJ5,10038.27
ZINC000013980035,Q27686,10038.91
ZINC000072266312,Q4QBL1,10039.8
ZINC000095566645,Q4QBL1,10039.8
ZINC000000008492,Q4QHJ8,100391.86
ZINC000100009616,O97193,100398.36
ZINC000150339466,P48499,1004.03
ZINC000254071113,P48499,1004.03
ZINC000150338908,Q4QHJ8,1004.19
ZINC000261494648,Q4QHJ8,1004.19
ZINC000150338912,Q4QHJ8,1004.19
ZINC000261494649,Q4QHJ8,1004.19
ZINC000100054977,Q27686,1004.6
ZINC000100054975,Q27686,1004.6
ZINC000261494611,Q27686,1004.6
ZINC000261494610,Q27686,1004.6
ZINC000001484671,Q4QHJ8,1004.62
ZINC000003789219,Q4QHJ8,10040.67
ZINC000001482482,Q4QHJ8,10040.67
ZINC000021288966,Q4QHJ8,10040.89
ZINC000095618714,Q27686,10041.13
ZINC000095618715,Q27686,10041.13
ZINC000165019779,Q4QBL1,10041.2
ZINC000019340795,Q27686,100418.32
ZINC000005113685,P48499,100418.54
ZINC000095079935,Q6TUJ5,10042.72
ZINC000095079936,Q6TUJ5,10042.72
ZINC000008582008,Q27686,10043.32
ZINC000072190222,Q4QHJ8,10043.47
ZINC000059749972,Q4QHJ8,10043.65
ZINC000006716957,Q6TUJ5,10044.56
ZINC000150338703,Q4QHJ8,10044.72
ZINC000001641925,Q6TUJ5,10044.9
ZINC000001850826,Q27686,100447.65
ZINC000001547195,Q27686,100447.65
ZINC000004534090,P48499,10045.04
ZINC000002504638,P48499,10045.04
ZINC000013474734,Q4QBL1,10045.27
ZINC000072266312,Q4QHJ8,10045.47
ZINC000095566645,Q4QHJ8,10045.47
ZINC000001540301,Q27686,100454.82
ZINC000000007460,Q27686,10046.1
ZINC000004685859,Q27686,10046.83
ZINC000000602381,P48499,10046.85
ZINC000000001798,Q4QHJ8,10047.33
ZINC000000391812,Q4QHJ8,10047.33
ZINC000261075016,Q6TUJ5,10047.4
ZINC000000403079,P48499,1004737.9
ZINC000000000507,P48499,1004737.9
ZINC000038665621,Q6TUJ5,100479.03
ZINC000035978229,Q4QHJ8,10048.34
ZINC000100009616,Q6TUJ5,1004822.85
ZINC000001533882,Q6TUJ5,10049.16
ZINC000212529587,Q4QHJ8,10049.74
ZINC000000837630,O97193,1005.05
ZINC000003807808,O97193,1005.05
ZINC000027100987,Q4QHJ8,1005.11
ZINC000013891844,Q4QHJ8,1005.11
ZINC000049833385,Q4QHJ8,1005.12
ZINC000004097458,Q4QBL1,1005.71
ZINC000004097459,Q4QBL1,1005.71
ZINC000033980648,Q4QBL1,1005.91
ZINC000095617641,Q4QHJ8,10050.26
ZINC000002020083,Q6TUJ5,10050.38
ZINC000252474776,P48499,10050.53
ZINC000072190222,Q27686,10050.78
ZINC000001892617,Q27686,10051.13
ZINC000114456300,Q27686,10051.38
ZINC000000837722,Q6TUJ5,10051.54
ZINC000006716957,Q27686,10051.73
ZINC000000025958,Q27686,10051.81
ZINC000006092213,O15826,100514.78
ZINC000002001364,Q4QBL1,10052.75
ZINC000002001365,Q4QBL1,10052.75
ZINC000035024346,O97193,10053.06
ZINC000095618675,Q4QBL1,10053.53
ZINC000003817152,Q6TUJ5,10053.67
ZINC000003976838,Q4QHJ8,10053.9
ZINC000003982162,Q4QBL1,10053.92
ZINC000000007460,Q4QHJ8,10054.42
ZINC000001550477,P48499,10054.42
ZINC000000014257,Q4QHJ8,10054.52
ZINC000000896703,Q4QHJ8,10054.52
ZINC000043207566,Q6TUJ5,10054.61
ZINC000043199890,Q4QHJ8,10055.05
ZINC000000607910,Q4QBL1,10055.15
ZINC000003872687,Q4QBL1,10055.15
ZINC000071297091,Q27686,10056.54
ZINC000003976838,Q6TUJ5,10056.83
ZINC000004521897,Q4QBL1,100560.87
ZINC000001485546,P48499,10058.9
ZINC000000597588,Q6TUJ5,10058.92
ZINC000001842686,Q6TUJ5,10058.92
ZINC000013986811,Q4QHJ8,10059.47
ZINC000095618676,Q4QBL1,10059.87
ZINC000100032379,Q4QBL1,10059.89
ZINC000000004016,Q6TUJ5,100596.32
ZINC000019535049,Q6TUJ5,1006.28
ZINC000142179655,Q27686,1006.37
ZINC000230122748,Q4QHJ8,1006.48
ZINC000229984031,Q4QHJ8,1006.48
ZINC000101210593,Q27686,1006.57
ZINC000101210596,Q27686,1006.57
ZINC000605699120,Q4QBL1,1006.95
ZINC000114456300,Q4QBL1,10060.0
ZINC000095538159,Q4QHJ8,10060.85
ZINC000003816325,Q4QBL1,10060.96
ZINC000195932465,P48499,10061.0
ZINC000008582008,Q4QHJ8,10061.33
ZINC000014961096,Q6TUJ5,10062.37
ZINC000043204100,Q4QHJ8,10063.55
ZINC000034177219,P48499,10064.82
ZINC000003799072,P48499,10064.89
ZINC000003785268,P48499,10064.89
ZINC000008582008,Q4QBL1,10065.55
ZINC000002020233,Q4QHJ8,10065.86
ZINC000002005848,Q4QHJ8,10066.13
ZINC000005133378,Q4QBL1,100667.03
ZINC000037475297,Q27686,100669.52
ZINC000053231207,Q6TUJ5,10067.14
ZINC000053151228,Q6TUJ5,10067.14
ZINC000021981363,Q4QHJ8,10067.68
ZINC000021981361,Q4QHJ8,10067.68
ZINC000013493055,Q6TUJ5,10068.9
ZINC000022060265,Q27686,10069.38
ZINC000095618902,Q27686,10069.62
ZINC000095618901,Q27686,10069.62
ZINC000095610824,Q4QHJ8,10069.74
ZINC000118869660,Q27686,10069.8
ZINC000003643419,P48499,100696.21
ZINC000002525883,P48499,100696.21
ZINC000003643421,P48499,100696.21
ZINC000002510775,P48499,100696.21
ZINC000001532614,O97193,1007.0
ZINC000003876071,Q4QBL1,1007.03
ZINC000014768469,Q4QBL1,1007.05
ZINC000004215257,Q4QBL1,1007.05
ZINC000003946624,Q4QBL1,1007.08
ZINC000003649817,O15826,1007.09
ZINC000000000130,O15826,1007.09
ZINC000005844413,Q4QHJ8,1007.17
ZINC000030731204,O97193,1007.5
ZINC000030731200,O97193,1007.5
ZINC000000538174,Q27686,1007.52
ZINC000096927633,Q4QHJ8,1007.9
ZINC000072190154,Q4QHJ8,10070.06
ZINC000000001982,Q4QHJ8,10070.11
ZINC000063933734,Q4QHJ8,10071.28
ZINC000038460704,O15826,10072.14
ZINC000000000424,Q4QHJ8,10072.56
ZINC000001997397,Q4QHJ8,10072.56
ZINC000001546066,Q6TUJ5,10072.75
ZINC000000597817,P48499,10072.92
ZINC000000002071,Q4QBL1,100725.85
ZINC000003784384,Q4QHJ8,10074.04
ZINC000005316843,Q4QHJ8,10074.04
ZINC000022443609,Q6TUJ5,100748.08
ZINC000000968330,Q4QHJ8,10075.19
ZINC000000968328,Q4QHJ8,10075.19
ZINC000001552489,Q6TUJ5,10075.55
ZINC000000001003,Q4QBL1,10075.73
ZINC000014658068,Q4QBL1,100757.37
ZINC000001543513,Q4QBL1,10076.11
ZINC000000602485,Q4QHJ8,10076.9
ZINC000052981502,Q27686,10077.03
ZINC000004685859,Q4QBL1,10077.25
ZINC000003985981,Q27686,10077.27
ZINC000100091724,Q27686,10077.3
ZINC000001541570,Q27686,10077.5
ZINC000013883250,Q4QHJ8,10077.52
ZINC000013883249,Q4QHJ8,10077.52
ZINC000003775281,Q4QHJ8,10077.52
ZINC000013883251,Q4QHJ8,10077.52
ZINC000002566542,Q4QBL1,10077.84
ZINC000001542005,Q4QBL1,10078.46
ZINC000001999529,Q4QBL1,10078.85
ZINC000000897107,Q6TUJ5,100786.69
ZINC000034177219,Q27686,10079.42
ZINC000013580622,Q6TUJ5,10079.72
ZINC000003915526,Q4QBL1,1008.35
ZINC000011681563,Q4QBL1,1008.62
ZINC000001536076,Q4QBL1,1008.78
ZINC000001914839,Q4QHJ8,1008.83
ZINC000014191768,Q4QHJ8,1008.9
ZINC000003842421,Q4QHJ8,1008.9
ZINC000101264566,Q6TUJ5,1008.96
ZINC000043195938,Q4QBL1,1008.98
ZINC000017971067,Q4QHJ8,10080.09
ZINC000000895271,Q4QHJ8,10080.09
ZINC000004215193,P48499,10080.24
ZINC000114456300,P48499,10080.53
ZINC000001530718,Q6TUJ5,10080.95
ZINC000001530717,Q6TUJ5,10080.95
ZINC000029134440,P48499,10081.17
ZINC000095618716,Q27686,10081.71
ZINC000095618717,Q27686,10081.71
ZINC000000004193,Q4QHJ8,10082.14
ZINC000003817152,Q4QBL1,10083.28
ZINC000003976838,Q27686,10083.33
ZINC000027332249,Q27686,10083.92
ZINC000068244727,Q4QHJ8,10085.55
ZINC000095092791,P48499,10085.68
ZINC000006092213,Q6TUJ5,1008554.34
ZINC000000020231,Q27686,100859.2
ZINC000043206271,Q4QHJ8,10086.11
ZINC000001548719,Q27686,10088.12
ZINC000114451126,Q27686,10088.12
ZINC000000187911,Q4QBL1,10088.31
ZINC000013980035,Q4QHJ8,10088.6
ZINC000000579981,Q4QHJ8,10089.14
ZINC000070466416,Q6TUJ5,10089.63
ZINC000087496076,Q4QBL1,100894.7
ZINC000115705166,Q6TUJ5,1009.02
ZINC000095608296,Q27686,1009.27
ZINC000000603736,Q4QBL1,1009.4
ZINC000072266307,Q4QBL1,1009.4
ZINC000001547338,Q4QBL1,1009.43
ZINC000028603970,Q4QBL1,1009.77
ZINC000245204949,Q6TUJ5,1009.8
ZINC000005764759,Q6TUJ5,1009.8
ZINC000245204948,Q6TUJ5,1009.8
ZINC000068250418,Q4QHJ8,10090.11
ZINC000006745272,Q4QBL1,10090.14
ZINC000001999423,Q6TUJ5,100907.38
ZINC000001536786,Q6TUJ5,100907.44
ZINC000003870412,Q27686,10092.1
ZINC000003875357,P48499,10092.58
ZINC000004216862,P48499,10092.58
ZINC000000020246,Q27686,100926.66
ZINC000004685859,P48499,10093.26
ZINC000000600399,Q27686,10093.41
ZINC000150376965,O97193,10094.11
ZINC000003644165,O15826,10095.75
ZINC000039129916,O15826,10096.11
ZINC000003812168,P48499,10096.3
ZINC000004102187,P48499,10097.0
ZINC000095618901,Q4QBL1,10097.06
ZINC000095618902,Q4QBL1,10097.06
ZINC000095618858,Q4QHJ8,10097.19
ZINC000095618857,Q4QHJ8,10097.19
ZINC000000596951,Q27686,10097.35
ZINC000013986811,Q27686,10097.49
ZINC000028965775,P48499,10097.84
ZINC000001539348,Q4QBL1,10099.41
ZINC000000001798,Q27686,10099.85
ZINC000000391812,Q27686,10099.85
ZINC000001530937,Q27686,100994.06
ZINC000005166438,Q27686,100995.72
ZINC000026979265,Q27686,100995.72
ZINC000034638485,Q4QBL1,101.05
ZINC000256335049,Q4QBL1,101.11
ZINC000256335053,Q4QBL1,101.11
ZINC000100054225,Q4QBL1,101.11
ZINC000097974884,Q4QBL1,101.11
ZINC000230122947,Q4QBL1,101.11
ZINC000031291771,Q27686,101.17
ZINC000019685788,Q4QBL1,101.2
ZINC000019685790,Q4QBL1,101.2
ZINC000068246504,Q4QHJ8,101.23
ZINC000144743928,Q4QHJ8,101.23
ZINC000115193490,Q4QHJ8,101.23
ZINC000068246506,Q4QHJ8,101.23
ZINC000004428529,O97193,101.23
ZINC000033948956,Q6TUJ5,101.27
ZINC000000968338,P48499,101.28
ZINC000000607872,O97193,101.28
ZINC000002014976,O97193,101.28
ZINC000000968340,P48499,101.28
ZINC000043194077,O15826,101.28
ZINC000095618655,Q6TUJ5,101.28
ZINC000095618656,Q6TUJ5,101.28
ZINC000004097440,P48499,101.34
ZINC000012503162,P48499,101.34
ZINC000013587284,O15826,101.34
ZINC000021983255,O15826,101.35
ZINC000299888520,O15826,101.35
ZINC000238855217,O15826,101.38
ZINC000100064834,O15826,101.38
ZINC000113139653,Q4QBL1,101.4
ZINC000090650484,Q27686,101.5
ZINC000004217690,Q27686,101.5
ZINC000256335405,Q27686,101.5
ZINC000256335390,Q27686,101.5
ZINC000256335399,Q27686,101.5
ZINC000003814379,Q27686,101.5
ZINC000012503210,O15826,101.52
ZINC000005459685,O15826,101.52
ZINC000003802871,O97193,101.52
ZINC000253636802,O15826,101.52
ZINC000034808900,Q4QHJ8,101.52
ZINC000003945984,O15826,101.52
ZINC000005459684,O15826,101.52
ZINC000000119638,Q4QBL1,101.56
ZINC000000119642,Q4QBL1,101.56
ZINC000084653543,O15826,101.58
ZINC000013911941,Q4QHJ8,101.59
ZINC000043173277,O15826,101.6
ZINC000001846418,O97193,101.68
ZINC000299841521,O15826,101.72
ZINC000299841520,O15826,101.72
ZINC000299841519,O15826,101.72
ZINC000299841522,O15826,101.72
ZINC000000000391,O15826,101.74
ZINC000000156823,O15826,101.74
ZINC000084758479,O97193,101.75
ZINC000001544494,O97193,101.76
ZINC000034045468,O97193,101.77
ZINC000003830820,Q6TUJ5,101.79
ZINC000002040211,O15826,101.81
ZINC000002040210,O15826,101.81
ZINC000001649503,O97193,101.84
ZINC000040836075,O15826,101.85
ZINC000095628822,O15826,101.88
ZINC000034604616,O15826,101.89
ZINC000000003981,Q4QHJ8,101.89
ZINC000005764335,O15826,101.9
ZINC000253476137,Q4QHJ8,101.92
ZINC000005352878,Q4QHJ8,101.92
ZINC000005353194,Q4QHJ8,101.92
ZINC000100014666,Q4QHJ8,101.92
ZINC000001280092,Q4QHJ8,101.93
ZINC000003812984,Q4QHJ8,101.93
ZINC000003814319,Q27686,101.95
ZINC000003812983,O15826,101.96
ZINC000019362722,Q4QHJ8,1010.0
ZINC000022033872,Q4QHJ8,1010.0
ZINC000022033882,Q4QHJ8,1010.0
ZINC000019362721,Q4QHJ8,1010.0
ZINC000095618709,Q4QBL1,1010.1
ZINC000261494580,Q4QBL1,1010.1
ZINC000100054255,Q4QBL1,1010.1
ZINC000100054252,Q4QBL1,1010.1
ZINC000261494579,Q4QBL1,1010.1
ZINC000261494578,Q4QBL1,1010.1
ZINC000261494577,Q4QBL1,1010.1
ZINC000095618708,Q4QBL1,1010.1
ZINC000034356159,Q4QHJ8,1010.19
ZINC000001319780,Q6TUJ5,1010.45
ZINC000095618865,Q6TUJ5,1010.58
ZINC000003825778,Q6TUJ5,1010.85
ZINC000095618746,Q4QBL1,1010.9
ZINC000095618745,Q4QBL1,1010.9
ZINC000003966287,O15826,1010.96
ZINC000013986811,Q4QBL1,10102.23
ZINC000038467831,Q6TUJ5,10102.47
ZINC000207018468,Q6TUJ5,10102.72
ZINC000006117174,Q27686,10103.42
ZINC000012341150,Q4QBL1,10103.44
ZINC000003784133,P48499,10103.54
ZINC000001550477,Q27686,10103.9
ZINC000072190170,Q4QHJ8,101035.76
ZINC000000002264,Q4QBL1,10104.27
ZINC000001542916,Q27686,10104.29
ZINC000034893919,Q4QBL1,10104.33
ZINC000004172337,P48499,10104.4
ZINC000169735427,P48499,10104.4
ZINC000299841490,P48499,10104.4
ZINC000162986248,P48499,10104.49
ZINC000005974560,Q4QBL1,10104.62
ZINC000000621893,Q27686,101049.18
ZINC000068244727,Q27686,10105.48
ZINC000012341150,Q27686,10105.64
ZINC000003816287,P48499,10105.88
ZINC000011616882,P48499,10105.88
ZINC000013759728,Q27686,101055.23
ZINC000038150745,Q27686,101055.23
ZINC000003870412,P48499,10106.17
ZINC000095618902,Q4QHJ8,10106.44
ZINC000095618901,Q4QHJ8,10106.44
ZINC000000013936,P48499,10107.78
ZINC000003915519,Q4QHJ8,10107.8
ZINC000003930629,Q6TUJ5,10108.64
ZINC000000066104,Q4QBL1,10108.9
ZINC000085574641,P48499,101084.19
ZINC000003938676,P48499,10109.21
ZINC000014210886,O15826,1011.04
ZINC000100018915,Q4QBL1,1011.25
ZINC000100018911,Q4QBL1,1011.25
ZINC000003797545,O97193,1011.46
ZINC000205775084,O97193,1011.47
ZINC000113149554,Q4QHJ8,1011.49
ZINC000002015955,O97193,1011.7
ZINC000036378574,P48499,1011.71
ZINC000036378575,P48499,1011.71
ZINC000001533877,P48499,1011.95
ZINC000019907652,Q4QHJ8,1011.95
ZINC000022940637,Q4QHJ8,10110.74
ZINC000000001579,P48499,101106.23
ZINC000006281719,Q4QBL1,10111.0
ZINC000068150640,O97193,10111.2
ZINC000036426003,P48499,10111.6
ZINC000003966300,P48499,10112.02
ZINC000001081286,Q4QBL1,101123.66
ZINC000000537908,Q4QBL1,10113.81
ZINC000000538283,Q4QHJ8,10113.95
ZINC000169746726,P48499,101136.32
ZINC000001996306,Q4QHJ8,10114.54
ZINC000003872177,Q4QHJ8,10114.54
ZINC000003872178,Q4QHJ8,10114.54
ZINC000002526765,Q4QHJ8,10114.54
ZINC000003985629,Q27686,10114.86
ZINC000003979524,Q6TUJ5,10114.88
ZINC000602986377,Q6TUJ5,10114.88
ZINC000016970473,Q4QHJ8,101141.54
ZINC000095618676,Q4QHJ8,10115.59
ZINC000013831791,Q27686,10116.33
ZINC000035645588,Q4QBL1,10116.5
ZINC000003581471,P48499,101172.91
ZINC000000001195,Q4QHJ8,10119.06
ZINC000042190959,Q4QBL1,10119.36
ZINC000100015190,Q27686,10119.9
ZINC000100015192,Q27686,10119.9
ZINC000001081066,Q4QBL1,101194.96
ZINC000256167027,O97193,1012.35
ZINC000082314384,Q6TUJ5,1012.43
ZINC000095618559,Q6TUJ5,1012.43
ZINC000031425076,Q6TUJ5,1012.43
ZINC000031425077,Q6TUJ5,1012.43
ZINC000000008768,Q27686,1012.62
ZINC000005356858,O15826,1012.67
ZINC000005356910,O15826,1012.67
ZINC000043203641,Q27686,1012.7
ZINC000224657532,Q4QBL1,1012.8
ZINC000030731214,O97193,1012.86
ZINC000031773258,P48499,10120.81
ZINC000000895199,Q27686,1012059.09
ZINC000053294258,Q6TUJ5,10121.12
ZINC000035645588,Q4QHJ8,10121.79
ZINC000085537120,Q4QHJ8,10121.81
ZINC000096077883,P48499,10122.34
ZINC000002035094,P48499,10122.34
ZINC000169345692,Q4QHJ8,10122.64
ZINC000000538642,P48499,10122.85
ZINC000013831791,Q4QHJ8,10124.08
ZINC000028964600,P48499,10124.46
ZINC000068244727,Q4QBL1,10124.56
ZINC000030731219,Q27686,10124.6
ZINC000027100987,Q6TUJ5,10124.61
ZINC000013891844,Q6TUJ5,10124.61
ZINC000003816287,Q4QBL1,10124.74
ZINC000011616882,Q4QBL1,10124.74
ZINC000003812168,Q6TUJ5,10125.25
ZINC000013759799,Q6TUJ5,10125.35
ZINC000013759798,Q6TUJ5,10125.35
ZINC000003872738,Q4QBL1,101251.87
ZINC000000004724,Q6TUJ5,10126.94
ZINC000042190959,Q27686,10127.21
ZINC000006093425,Q4QHJ8,10127.59
ZINC000000006126,Q4QHJ8,10127.59
ZINC000003954777,P48499,10127.91
ZINC000015987659,Q27686,101275.1
ZINC000022065576,Q4QHJ8,10128.98
ZINC000034141652,Q4QHJ8,10128.98
ZINC000000002005,Q6TUJ5,1012807.2
ZINC000001549966,Q4QHJ8,101289.01
ZINC000038460704,O97193,10129.39
ZINC000095617641,Q27686,10129.39
ZINC000085540112,O97193,10129.65
ZINC000006095555,O97193,1013.1
ZINC000169981748,Q4QBL1,1013.27
ZINC000003825544,P48499,1013.31
ZINC000001612996,Q6TUJ5,1013.31
ZINC000000607798,Q6TUJ5,1013.51
ZINC000095618674,Q6TUJ5,1013.82
ZINC000095618673,Q6TUJ5,1013.82
ZINC000095618676,Q27686,10130.26
ZINC000000001003,Q4QHJ8,10130.5
ZINC000000005710,Q27686,10130.79
ZINC000031773258,Q27686,10131.81
ZINC000001489691,P48499,10132.14
ZINC000003926844,Q4QHJ8,10132.16
ZINC000100004276,Q4QBL1,10132.22
ZINC000000837722,Q27686,10132.78
ZINC000000020259,P48499,101325.16
ZINC000000074836,P48499,101325.16
ZINC000003816429,Q4QHJ8,10133.04
ZINC000004685859,Q4QHJ8,10134.4
ZINC000034285211,O97193,10135.84
ZINC000002008866,Q4QBL1,10135.88
ZINC000003612845,Q4QBL1,101358.98
ZINC000000006556,Q4QBL1,101358.98
ZINC000000001316,Q6TUJ5,10136.17
ZINC000011617039,P48499,10136.4
ZINC000003977737,Q4QBL1,101367.44
ZINC000003830390,Q27686,10137.0
ZINC000003812869,Q27686,10137.0
ZINC000001892462,Q4QHJ8,10137.02
ZINC000095618890,P48499,10137.21
ZINC000059749972,Q4QBL1,10137.38
ZINC000001543513,Q4QHJ8,10138.19
ZINC000033962241,Q27686,10138.29
ZINC000095618715,Q4QHJ8,10138.64
ZINC000095618714,Q4QHJ8,10138.64
ZINC000000596951,P48499,10138.69
ZINC000084668615,Q27686,10138.89
ZINC000004311748,Q4QHJ8,10139.49
ZINC000006093464,Q6TUJ5,10139.64
ZINC000006093465,Q6TUJ5,10139.64
ZINC000059749972,Q27686,10139.82
ZINC000169292415,Q27686,10139.96
ZINC000000895536,O15826,1014.11
ZINC000001542594,Q4QHJ8,1014.2
ZINC000001846165,Q4QHJ8,1014.2
ZINC000253661029,Q4QBL1,1014.3
ZINC000253661026,Q4QBL1,1014.3
ZINC000000538152,Q27686,1014.3
ZINC000013520637,Q4QHJ8,1014.52
ZINC000004576931,Q4QHJ8,1014.52
ZINC000013520633,Q4QHJ8,1014.52
ZINC000004576930,Q4QHJ8,1014.52
ZINC000071758443,Q4QHJ8,1014.52
ZINC000016951989,Q4QHJ8,1014.52
ZINC000003798255,Q4QBL1,1014.64
ZINC000000005879,Q4QBL1,1014.64
ZINC000068205977,Q4QBL1,1014.67
ZINC000036382821,Q4QHJ8,1014.77
ZINC000256057132,O15826,1014.85
ZINC000000000941,P48499,10140.29
ZINC000001489691,Q27686,10141.19
ZINC000001530803,Q4QHJ8,101412.8
ZINC000034177219,Q6TUJ5,10142.14
ZINC000000002191,Q4QHJ8,10142.18
ZINC000085537120,Q27686,10142.24
ZINC000095618901,P48499,10142.72
ZINC000095618902,P48499,10142.72
ZINC000072190154,P48499,10143.03
ZINC000043204002,Q4QHJ8,10143.12
ZINC000101723567,Q4QBL1,10144.7
ZINC000000009689,Q4QBL1,10144.7
ZINC000101489663,Q4QBL1,10144.7
ZINC000212529587,Q4QBL1,10145.33
ZINC000001530975,Q4QHJ8,101458.97
ZINC000003812168,Q4QBL1,10146.4
ZINC000031773258,Q6TUJ5,10146.53
ZINC000027332249,Q4QBL1,10146.58
ZINC000013493055,Q27686,10147.45
ZINC000043152787,Q4QHJ8,10148.68
ZINC000039129916,Q6TUJ5,10148.87
ZINC000085537068,Q27686,10149.62
ZINC000100052151,O15826,1015.09
ZINC000003977882,O97193,1015.11
ZINC000003871995,O97193,1015.11
ZINC000003871994,O97193,1015.11
ZINC000003977881,O97193,1015.11
ZINC000003796979,Q4QBL1,1015.12
ZINC000003830445,O97193,1015.22
ZINC000036190184,Q4QBL1,1015.32
ZINC000008437239,Q4QBL1,1015.32
ZINC000000007570,O97193,1015.48
ZINC000003918134,Q27686,1015.66
ZINC000000002114,Q4QBL1,1015.76
ZINC000095618804,O97193,1015.81
ZINC000095618803,O97193,1015.81
ZINC000095618710,Q4QHJ8,10150.41
ZINC000095618711,Q4QHJ8,10150.41
ZINC000085537068,P48499,10150.48
ZINC000100004249,Q27686,10150.5
ZINC000001530244,Q4QHJ8,101506.32
ZINC000068199892,P48499,10152.49
ZINC000004392964,Q4QBL1,10152.65
ZINC000039129916,O97193,10152.71
ZINC000029319828,Q27686,10153.95
ZINC000021981222,Q27686,10154.12
ZINC000085537120,Q4QBL1,10154.27
ZINC000008099545,O97193,10154.89
ZINC000004095696,P48499,10155.92
ZINC000003781410,Q6TUJ5,101553.14
ZINC000000001291,Q4QBL1,101559.16
ZINC000021981222,Q4QBL1,10156.05
ZINC000019632618,Q27686,10156.53
ZINC000000600652,Q4QHJ8,10158.95
ZINC000000000226,Q4QBL1,101583.42
ZINC000019632618,Q4QBL1,10159.02
